student_id,age,degree,cgpa,year_of_study,passing_year,skills,location,preference_remote,annual_income,resume_file
S01322,21,MBA,7.57,3,2026,"ML, Python",Bangalore,True,298911,resume_01322.pdf
S01323,20,MBA,7.16,1,2028,"ML, React, HTML, Java",Kolkata,False,452184,resume_01323.pdf
S01324,23,B.Com,7.86,1,2028,"Data Science, CSS",Mumbai,True,496697,resume_01324.pdf
S01325,21,BBA,8.32,4,2025,"Cloud, CSS, Java",Bangalore,False,386829,resume_01325.pdf
S01326,20,B.Com,8.95,4,2025,"AI, Java, Cloud, ML",Delhi,True,391197,resume_01326.pdf
S01327,20,MBA,7.86,4,2025,"AI, Python",Chennai,True,481953,resume_01327.pdf
S01328,24,B.Sc IT,7.4,2,2027,"Cloud, AI, React, HTML",Bangalore,False,284299,resume_01328.pdf
S01329,21,MBA,9.45,2,2027,"SQL, AI, ML",Delhi,False,445995,resume_01329.pdf
S01330,23,B.Sc IT,7.54,4,2025,"SQL, ML, Data Science, React",Bangalore,True,492814,resume_01330.pdf
S01331,20,B.Com,6.85,3,2026,"React, SQL",Mumbai,False,254477,resume_01331.pdf
S01332,25,B.Tech CSE,9.13,3,2026,"Data Science, HTML, AI",Kolkata,True,234215,resume_01332.pdf
S01333,23,B.Sc IT,6.54,1,2028,"CSS, HTML, Java, Python",Hyderabad,True,217582,resume_01333.pdf
S01334,21,B.Sc IT,8.47,3,2026,"Data Science, React, Java",Chennai,False,587866,resume_01334.pdf
S01335,25,B.Sc IT,8.01,3,2026,"Python, Java, SQL",Kolkata,True,487512,resume_01335.pdf
S01336,21,MBA,9.45,4,2025,"React, HTML, ML, CSS",Mumbai,False,550761,resume_01336.pdf
S01337,20,B.Sc IT,8.5,4,2025,"CSS, Python",Chennai,False,477384,resume_01337.pdf
S01338,20,B.Com,6.63,3,2026,"CSS, ML, Java, Python",Bangalore,True,220639,resume_01338.pdf
S01339,22,B.Tech CSE,6.89,4,2025,"Cloud, SQL, React",Delhi,False,293209,resume_01339.pdf
S01340,25,B.Sc IT,8.66,1,2028,"SQL, React, Java",Bangalore,True,443687,resume_01340.pdf
S01341,20,BBA,7.45,3,2026,"Cloud, SQL",Chennai,False,383056,resume_01341.pdf
S01342,20,M.Tech AI,7.74,4,2025,"Python, ML, Cloud",Delhi,True,565846,resume_01342.pdf
S01343,24,B.Sc IT,7.01,1,2028,"Cloud, React, Java, AI",Bangalore,True,438514,resume_01343.pdf
S01344,23,MBA,6.68,2,2027,"AI, React",Delhi,True,398125,resume_01344.pdf
S01345,24,M.Tech AI,7.87,3,2026,"CSS, Cloud, SQL, HTML",Chennai,False,247318,resume_01345.pdf
S01346,23,B.Sc IT,7.85,3,2026,"CSS, Cloud",Kolkata,True,415007,resume_01346.pdf
S01347,24,B.Tech CSE,8.4,4,2025,"CSS, ML, Java, Cloud",Bangalore,True,339426,resume_01347.pdf
S01348,20,B.Sc IT,6.9,4,2025,"Cloud, Data Science, HTML, CSS",Hyderabad,False,260206,resume_01348.pdf
S01349,20,B.Tech CSE,7.42,3,2026,"Data Science, AI, CSS, SQL",Chennai,True,209522,resume_01349.pdf
S01350,23,B.Sc IT,6.69,1,2028,"AI, SQL",Bangalore,False,571941,resume_01350.pdf
S01351,24,MBA,9.46,2,2027,"ML, Data Science",Mumbai,True,497185,resume_01351.pdf
S01352,25,B.Com,6.91,1,2028,"SQL, CSS, React",Chennai,False,599307,resume_01352.pdf
S01353,24,M.Tech AI,7.5,3,2026,"HTML, Python, Java, Cloud",Chennai,True,382036,resume_01353.pdf
S01354,23,B.Sc IT,9.28,4,2025,"Data Science, Cloud, Python, SQL",Delhi,True,488998,resume_01354.pdf
S01355,22,B.Tech CSE,9.09,1,2028,"React, Java, CSS, SQL",Mumbai,True,235169,resume_01355.pdf
S01356,23,BBA,6.54,3,2026,"AI, Cloud, ML",Chennai,False,403511,resume_01356.pdf
S01357,24,B.Sc IT,7.9,4,2025,"Python, ML",Chennai,True,442199,resume_01357.pdf
S01358,21,B.Com,7.77,2,2027,"HTML, React, Cloud, CSS",Bangalore,False,598001,resume_01358.pdf
S01359,20,MBA,8.58,3,2026,"AI, ML",Hyderabad,False,400443,resume_01359.pdf
S01360,24,M.Tech AI,7.84,3,2026,"HTML, Java, Data Science",Hyderabad,True,291157,resume_01360.pdf
S01361,24,MBA,8.62,2,2027,"Data Science, Cloud, HTML, SQL",Mumbai,True,284340,resume_01361.pdf
S01362,20,B.Sc IT,9.02,4,2025,"AI, Cloud",Delhi,False,437299,resume_01362.pdf
S01363,25,MBA,8.29,4,2025,"Python, React, HTML, SQL",Hyderabad,True,204539,resume_01363.pdf
S01364,22,B.Com,6.68,3,2026,"ML, Java",Bangalore,False,231541,resume_01364.pdf
S01365,20,B.Com,9.3,1,2028,"React, Python, ML",Mumbai,True,385302,resume_01365.pdf
S01366,23,MBA,8.78,2,2027,"Java, React, Cloud",Mumbai,False,493062,resume_01366.pdf
S01367,25,B.Com,8.78,3,2026,"Cloud, CSS",Hyderabad,False,348361,resume_01367.pdf
S01368,21,B.Com,9.16,3,2026,"React, Data Science",Mumbai,False,504373,resume_01368.pdf
S01369,20,B.Tech CSE,7.23,1,2028,"Python, AI",Kolkata,False,266586,resume_01369.pdf
S01370,23,B.Tech CSE,7.47,2,2027,"Java, Cloud",Delhi,False,388505,resume_01370.pdf
S01371,24,M.Tech AI,6.75,2,2027,"CSS, Python, Java",Mumbai,False,314439,resume_01371.pdf
S01372,21,B.Tech CSE,8.31,1,2028,"ML, HTML, Data Science, SQL",Hyderabad,False,511545,resume_01372.pdf
S01373,21,M.Tech AI,7.69,4,2025,"AI, ML, Data Science, Python",Delhi,False,214104,resume_01373.pdf
S01374,22,BBA,8.31,1,2028,"ML, Cloud, CSS, Java",Bangalore,False,257604,resume_01374.pdf
S01375,24,B.Sc IT,7.3,2,2027,"SQL, Cloud, CSS, Data Science",Hyderabad,True,478112,resume_01375.pdf
S01376,20,B.Tech CSE,8.58,1,2028,"CSS, Data Science, SQL",Delhi,False,344681,resume_01376.pdf
S01377,21,B.Com,7.06,4,2025,"CSS, Cloud, AI, React",Delhi,True,263696,resume_01377.pdf
S01378,20,B.Sc IT,7.51,1,2028,"Cloud, Data Science, SQL",Bangalore,False,567595,resume_01378.pdf
S01379,21,MBA,8.71,2,2027,"HTML, Python, AI",Delhi,False,209504,resume_01379.pdf
S01380,24,B.Tech CSE,6.64,4,2025,"ML, React, CSS",Hyderabad,True,576102,resume_01380.pdf
S01381,25,B.Com,6.7,4,2025,"Python, HTML, SQL",Delhi,False,423479,resume_01381.pdf
S01382,22,B.Tech CSE,7.92,2,2027,"SQL, CSS",Delhi,False,321147,resume_01382.pdf
S01383,25,BBA,8.73,4,2025,"CSS, Python, ML",Bangalore,False,533913,resume_01383.pdf
S01384,23,B.Sc IT,8.23,4,2025,"Cloud, Data Science",Kolkata,False,256171,resume_01384.pdf
S01385,21,B.Tech CSE,8.54,1,2028,"Data Science, SQL, HTML",Kolkata,False,336436,resume_01385.pdf
S01386,23,B.Com,7.2,2,2027,"Python, CSS, React, AI",Bangalore,True,498876,resume_01386.pdf
S01387,24,MBA,6.54,2,2027,"Cloud, AI, Data Science",Chennai,True,231872,resume_01387.pdf
S01388,21,B.Tech CSE,6.77,2,2027,"CSS, AI, HTML, ML",Hyderabad,False,327596,resume_01388.pdf
S01389,21,B.Com,6.74,2,2027,"HTML, ML",Kolkata,False,579406,resume_01389.pdf
S01390,21,BBA,8.32,4,2025,"HTML, Data Science, Python",Kolkata,True,565695,resume_01390.pdf
S01391,25,B.Sc IT,6.87,1,2028,"Python, Java, Data Science",Kolkata,True,295461,resume_01391.pdf
S01392,20,B.Com,7.0,2,2027,"Cloud, React",Chennai,True,237850,resume_01392.pdf
S01393,21,MBA,7.8,3,2026,"AI, Cloud",Hyderabad,True,563336,resume_01393.pdf
S01394,23,MBA,7.2,2,2027,"React, SQL, HTML, AI",Chennai,True,371695,resume_01394.pdf
S01395,21,B.Com,8.59,4,2025,"HTML, Java, React",Chennai,True,539510,resume_01395.pdf
S01396,24,BBA,7.04,1,2028,"HTML, CSS",Kolkata,False,235445,resume_01396.pdf
S01397,20,B.Com,9.21,4,2025,"React, SQL, CSS, Python",Chennai,False,528838,resume_01397.pdf
S01398,22,BBA,7.56,2,2027,"ML, SQL, React",Hyderabad,False,265305,resume_01398.pdf
S01399,21,B.Tech CSE,7.38,4,2025,"ML, SQL, Python, AI",Hyderabad,True,282736,resume_01399.pdf
S01400,23,B.Tech CSE,8.52,4,2025,"Cloud, HTML",Chennai,True,579850,resume_01400.pdf
S01401,22,M.Tech AI,6.72,4,2025,"Data Science, HTML, ML, Cloud",Hyderabad,False,237245,resume_01401.pdf
S01402,22,B.Tech CSE,8.94,1,2028,"React, Cloud, Data Science",Bangalore,True,481505,resume_01402.pdf
S01403,22,BBA,8.21,3,2026,"AI, Java, HTML, ML",Delhi,False,501813,resume_01403.pdf
S01404,20,BBA,9.4,3,2026,"Java, Cloud, Python, CSS",Delhi,False,344028,resume_01404.pdf
S01405,24,MBA,6.51,4,2025,"HTML, ML, CSS, React",Chennai,False,425289,resume_01405.pdf
S01406,23,M.Tech AI,9.26,2,2027,"Java, Cloud, Python",Bangalore,True,530683,resume_01406.pdf
S01407,20,B.Tech CSE,8.8,3,2026,"Cloud, SQL, Java",Chennai,False,210697,resume_01407.pdf
S01408,24,BBA,7.05,1,2028,"React, Java, HTML",Mumbai,True,232437,resume_01408.pdf
S01409,23,B.Tech CSE,6.71,1,2028,"Java, Cloud",Kolkata,True,333157,resume_01409.pdf
S01410,21,MBA,7.68,3,2026,"AI, HTML",Kolkata,False,228240,resume_01410.pdf
S01411,22,M.Tech AI,7.62,1,2028,"Data Science, Java, Cloud, React",Mumbai,True,289569,resume_01411.pdf
S01412,25,M.Tech AI,7.33,2,2027,"ML, CSS, HTML, AI",Delhi,True,285384,resume_01412.pdf
S01413,24,MBA,9.33,2,2027,"Cloud, Java, Python, React",Chennai,True,424821,resume_01413.pdf
S01414,21,B.Tech CSE,7.33,1,2028,"HTML, React",Bangalore,False,470549,resume_01414.pdf
S01415,20,B.Com,8.15,4,2025,"React, ML, Cloud, Data Science",Delhi,True,322534,resume_01415.pdf
S01416,21,BBA,6.8,2,2027,"Data Science, React, HTML, Python",Hyderabad,False,289816,resume_01416.pdf
S01417,22,BBA,8.23,1,2028,"AI, Data Science",Bangalore,True,424654,resume_01417.pdf
S01418,24,B.Com,7.04,1,2028,"Data Science, AI, HTML",Kolkata,False,416108,resume_01418.pdf
S01419,24,B.Tech CSE,8.85,4,2025,"HTML, CSS, SQL, ML",Hyderabad,False,245654,resume_01419.pdf
S01420,24,M.Tech AI,7.17,1,2028,"Python, ML, AI",Bangalore,False,469028,resume_01420.pdf
S01421,23,MBA,8.47,1,2028,"Data Science, Cloud, Python",Chennai,True,422921,resume_01421.pdf
S01422,23,B.Com,8.04,1,2028,"AI, ML, Java, React",Delhi,True,368458,resume_01422.pdf
S01423,21,M.Tech AI,7.6,2,2027,"Python, HTML, Cloud",Delhi,True,221602,resume_01423.pdf
S01424,25,B.Tech CSE,7.38,3,2026,"HTML, Python, React",Delhi,False,509456,resume_01424.pdf
S01425,23,B.Tech CSE,9.08,3,2026,"AI, Python, Data Science",Hyderabad,True,445608,resume_01425.pdf
S01426,20,MBA,9.01,3,2026,"Data Science, SQL, AI",Bangalore,False,532586,resume_01426.pdf
S01427,23,B.Com,9.05,4,2025,"Java, React",Mumbai,False,530461,resume_01427.pdf
S01428,25,M.Tech AI,9.11,2,2027,"ML, HTML, Python, SQL",Kolkata,True,527053,resume_01428.pdf
S01429,21,BBA,6.77,1,2028,"SQL, ML",Mumbai,False,467124,resume_01429.pdf
S01430,22,M.Tech AI,8.84,2,2027,"CSS, Cloud",Bangalore,True,416950,resume_01430.pdf
S01431,23,BBA,6.53,4,2025,"Cloud, HTML",Hyderabad,True,386658,resume_01431.pdf
S01432,24,B.Com,6.73,1,2028,"Python, Data Science, Java, React",Mumbai,True,415965,resume_01432.pdf
S01433,22,M.Tech AI,7.54,2,2027,"ML, CSS",Hyderabad,True,419845,resume_01433.pdf
S01434,23,BBA,8.68,1,2028,"Data Science, Java, CSS, Cloud",Mumbai,False,520156,resume_01434.pdf
S01435,24,MBA,8.57,4,2025,"ML, Python",Kolkata,True,454447,resume_01435.pdf
S01436,20,MBA,7.65,2,2027,"CSS, Java",Chennai,False,446733,resume_01436.pdf
S01437,25,BBA,7.04,1,2028,"AI, React",Mumbai,False,262607,resume_01437.pdf
S01438,20,B.Com,9.05,2,2027,"SQL, AI, Java, Cloud",Kolkata,True,438107,resume_01438.pdf
S01439,25,MBA,7.35,4,2025,"ML, SQL, HTML, AI",Chennai,True,233927,resume_01439.pdf
S01440,25,M.Tech AI,8.24,2,2027,"SQL, Data Science",Mumbai,True,273390,resume_01440.pdf
S01441,21,B.Sc IT,8.66,4,2025,"Java, Python",Chennai,True,479295,resume_01441.pdf
S01442,23,MBA,7.66,4,2025,"Python, Cloud, ML, SQL",Kolkata,False,338292,resume_01442.pdf
S01443,20,M.Tech AI,7.95,2,2027,"CSS, React, ML, Python",Kolkata,True,354226,resume_01443.pdf
S01444,25,M.Tech AI,7.81,2,2027,"React, Cloud, HTML",Chennai,False,346845,resume_01444.pdf
S01445,25,B.Tech CSE,7.46,3,2026,"CSS, SQL, HTML",Chennai,False,205845,resume_01445.pdf
S01446,23,B.Com,6.88,1,2028,"AI, React, Data Science",Kolkata,True,540061,resume_01446.pdf
S01447,23,BBA,7.53,2,2027,"Cloud, ML, AI",Bangalore,True,481220,resume_01447.pdf
S01448,23,B.Sc IT,7.99,4,2025,"React, Data Science, AI, Java",Bangalore,False,513362,resume_01448.pdf
S01449,20,MBA,8.93,1,2028,"SQL, Python, ML",Hyderabad,True,253831,resume_01449.pdf
S01450,20,B.Sc IT,8.38,3,2026,"Java, CSS, HTML, React",Mumbai,False,447550,resume_01450.pdf
S01451,25,B.Tech CSE,7.58,4,2025,"CSS, Java, SQL",Hyderabad,False,336880,resume_01451.pdf
S01452,25,BBA,8.87,4,2025,"React, Cloud, HTML, CSS",Bangalore,True,466674,resume_01452.pdf
S01453,23,MBA,9.49,3,2026,"HTML, ML",Hyderabad,False,596022,resume_01453.pdf
S01454,25,B.Sc IT,7.49,2,2027,"ML, React, Cloud",Chennai,True,394931,resume_01454.pdf
S01455,25,B.Tech CSE,7.27,4,2025,"Java, Python, CSS, HTML",Hyderabad,False,223634,resume_01455.pdf
S01456,25,M.Tech AI,7.48,3,2026,"Data Science, CSS",Bangalore,True,432701,resume_01456.pdf
S01457,24,BBA,9.14,4,2025,"ML, AI, Cloud, Data Science",Chennai,True,349536,resume_01457.pdf
S01458,24,B.Com,8.0,1,2028,"ML, Java",Chennai,True,574529,resume_01458.pdf
S01459,23,M.Tech AI,8.6,1,2028,"HTML, Cloud, Python",Bangalore,False,305515,resume_01459.pdf
S01460,21,B.Tech CSE,8.13,1,2028,"ML, AI, Cloud",Kolkata,False,491855,resume_01460.pdf
S01461,25,B.Sc IT,9.29,1,2028,"React, ML, SQL, Java",Mumbai,True,485585,resume_01461.pdf
S01462,25,B.Com,7.08,1,2028,"HTML, Python",Delhi,True,578748,resume_01462.pdf
S01463,20,B.Sc IT,8.75,4,2025,"Python, Data Science, ML, AI",Kolkata,True,226225,resume_01463.pdf
S01464,24,M.Tech AI,8.52,4,2025,"Python, HTML",Kolkata,False,357686,resume_01464.pdf
S01465,23,B.Sc IT,9.24,3,2026,"Python, ML, Cloud",Kolkata,False,256032,resume_01465.pdf
S01466,20,B.Tech CSE,8.42,3,2026,"Java, CSS, AI, React",Delhi,True,396307,resume_01466.pdf
S01467,21,MBA,8.97,1,2028,"Cloud, ML, Java, Python",Chennai,True,532316,resume_01467.pdf
S01468,20,MBA,9.16,2,2027,"Data Science, SQL",Bangalore,True,554569,resume_01468.pdf
S01469,20,B.Sc IT,8.19,1,2028,"Java, SQL",Kolkata,False,404893,resume_01469.pdf
S01470,21,B.Sc IT,6.9,3,2026,"React, ML, CSS, Data Science",Mumbai,True,372659,resume_01470.pdf
S01471,24,BBA,7.75,4,2025,"Java, HTML, Cloud",Kolkata,True,338616,resume_01471.pdf
S01472,24,MBA,9.28,2,2027,"HTML, Python, AI, Data Science",Kolkata,True,564379,resume_01472.pdf
S01473,25,M.Tech AI,9.05,2,2027,"Data Science, SQL, Cloud, Python",Mumbai,False,262038,resume_01473.pdf
S01474,22,B.Sc IT,7.65,4,2025,"Java, SQL, HTML",Hyderabad,True,518035,resume_01474.pdf
S01475,21,BBA,8.83,4,2025,"Data Science, ML, AI",Chennai,False,372964,resume_01475.pdf
S01476,22,M.Tech AI,7.03,2,2027,"Python, HTML, AI, ML",Delhi,False,463656,resume_01476.pdf
S01477,25,B.Sc IT,9.48,3,2026,"CSS, ML, SQL, Java",Bangalore,True,295743,resume_01477.pdf
S01478,25,M.Tech AI,6.56,1,2028,"SQL, React, Python",Hyderabad,False,226519,resume_01478.pdf
S01479,21,BBA,9.03,1,2028,"SQL, Java, HTML, AI",Hyderabad,True,277222,resume_01479.pdf
S01480,21,B.Com,8.44,1,2028,"Java, Python",Chennai,True,241394,resume_01480.pdf
S01481,23,B.Tech CSE,8.72,4,2025,"HTML, ML",Bangalore,True,304364,resume_01481.pdf
S01482,23,B.Sc IT,7.0,1,2028,"ML, SQL, HTML",Delhi,True,211889,resume_01482.pdf
S01483,20,B.Sc IT,6.51,1,2028,"Java, ML, Python",Delhi,True,221480,resume_01483.pdf
S01484,22,M.Tech AI,6.55,3,2026,"AI, CSS, HTML",Hyderabad,False,466020,resume_01484.pdf
S01485,21,B.Sc IT,8.91,4,2025,"ML, CSS, SQL, Cloud",Mumbai,False,330044,resume_01485.pdf
S01486,25,M.Tech AI,7.66,2,2027,"Python, CSS, HTML, AI",Kolkata,False,571188,resume_01486.pdf
S01487,20,B.Com,9.21,1,2028,"React, HTML, AI, SQL",Bangalore,True,487103,resume_01487.pdf
S01488,25,MBA,8.63,1,2028,"Cloud, Data Science",Bangalore,False,487950,resume_01488.pdf
S01489,20,B.Com,7.55,4,2025,"React, SQL, Python",Delhi,False,236508,resume_01489.pdf
S01490,22,MBA,7.58,3,2026,"ML, SQL, HTML, AI",Hyderabad,True,327805,resume_01490.pdf
S01491,21,B.Sc IT,6.9,1,2028,"AI, CSS",Mumbai,False,319137,resume_01491.pdf
S01492,20,B.Com,9.07,3,2026,"AI, CSS, ML, Python",Hyderabad,False,582630,resume_01492.pdf
S01493,20,B.Sc IT,9.03,4,2025,"React, Data Science",Hyderabad,False,569724,resume_01493.pdf
S01494,25,MBA,6.77,3,2026,"SQL, Java",Kolkata,True,392663,resume_01494.pdf
S01495,20,B.Com,8.64,3,2026,"Cloud, Python, Data Science, React",Kolkata,False,579757,resume_01495.pdf
S01496,21,M.Tech AI,7.97,2,2027,"AI, Java, Python, React",Chennai,True,458513,resume_01496.pdf
S01497,25,MBA,7.25,2,2027,"SQL, Java",Delhi,False,579579,resume_01497.pdf
S01498,22,B.Sc IT,7.7,3,2026,"CSS, SQL, ML, AI",Bangalore,True,487920,resume_01498.pdf
S01499,21,BBA,8.15,3,2026,"Java, React",Chennai,False,319094,resume_01499.pdf
S01500,20,BBA,6.94,4,2025,"AI, Cloud, HTML, Java",Chennai,False,357705,resume_01500.pdf
S01501,23,BBA,7.03,3,2026,"Cloud, SQL, ML, AI",Delhi,True,236049,resume_01501.pdf
S01502,21,MBA,8.98,3,2026,"AI, Cloud, ML",Mumbai,False,455869,resume_01502.pdf
S01503,24,BBA,6.59,1,2028,"React, SQL, CSS",Mumbai,False,347864,resume_01503.pdf
S01504,24,B.Tech CSE,8.1,4,2025,"Java, ML, HTML",Mumbai,False,229177,resume_01504.pdf
S01505,25,M.Tech AI,8.27,2,2027,"CSS, Cloud, Data Science, Python",Delhi,True,302550,resume_01505.pdf
S01506,20,B.Sc IT,7.62,1,2028,"HTML, SQL, AI, Java",Mumbai,True,416373,resume_01506.pdf
S01507,25,B.Tech CSE,9.15,4,2025,"Data Science, HTML",Mumbai,False,569794,resume_01507.pdf
S01508,23,B.Com,8.71,1,2028,"React, SQL, ML, Python",Chennai,True,495761,resume_01508.pdf
S01509,22,B.Sc IT,6.58,1,2028,"HTML, Cloud",Delhi,False,283867,resume_01509.pdf
S01510,20,B.Com,7.25,1,2028,"SQL, React",Chennai,False,506877,resume_01510.pdf
S01511,23,B.Sc IT,7.54,4,2025,"Cloud, HTML, ML",Bangalore,False,285300,resume_01511.pdf
S01512,21,B.Com,8.11,4,2025,"React, Cloud",Mumbai,False,375626,resume_01512.pdf
S01513,24,MBA,8.94,3,2026,"SQL, CSS, HTML, Java",Hyderabad,True,440231,resume_01513.pdf
S01514,25,BBA,7.16,1,2028,"Python, Java, CSS",Bangalore,False,295154,resume_01514.pdf
S01515,23,BBA,7.85,4,2025,"CSS, Python, Cloud, AI",Kolkata,False,335828,resume_01515.pdf
S01516,25,M.Tech AI,7.21,3,2026,"Python, CSS",Hyderabad,True,287328,resume_01516.pdf
S01517,24,M.Tech AI,8.35,1,2028,"Python, Java, Data Science, Cloud",Chennai,False,408134,resume_01517.pdf
S01518,23,BBA,6.75,1,2028,"Cloud, Python",Bangalore,True,302848,resume_01518.pdf
S01519,21,MBA,8.42,1,2028,"Java, SQL, React, Data Science",Mumbai,True,223005,resume_01519.pdf
S01520,20,B.Tech CSE,9.35,4,2025,"AI, React",Mumbai,False,208047,resume_01520.pdf
S01521,23,B.Sc IT,8.03,1,2028,"CSS, Data Science, Java, HTML",Bangalore,True,370854,resume_01521.pdf
S01522,25,B.Com,8.78,1,2028,"Data Science, HTML",Kolkata,False,469907,resume_01522.pdf
S01523,22,B.Com,8.04,3,2026,"ML, Cloud, CSS, HTML",Kolkata,False,338732,resume_01523.pdf
S01524,22,BBA,7.23,3,2026,"Python, AI, Data Science, CSS",Delhi,True,366868,resume_01524.pdf
S01525,21,B.Sc IT,7.33,1,2028,"CSS, SQL, React, HTML",Chennai,True,421037,resume_01525.pdf
S01526,25,BBA,8.8,2,2027,"Cloud, Java",Bangalore,False,451972,resume_01526.pdf
S01527,20,B.Com,8.82,3,2026,"Data Science, CSS, React",Hyderabad,False,474629,resume_01527.pdf
S01528,25,B.Sc IT,8.6,3,2026,"React, Data Science, CSS",Hyderabad,True,501076,resume_01528.pdf
S01529,23,B.Com,6.63,4,2025,"Data Science, Java, Cloud, React",Mumbai,True,475563,resume_01529.pdf
S01530,20,B.Tech CSE,8.68,4,2025,"HTML, SQL",Chennai,False,358559,resume_01530.pdf
S01531,22,MBA,9.06,3,2026,"Cloud, AI, React, HTML",Hyderabad,False,218788,resume_01531.pdf
S01532,22,B.Sc IT,7.02,2,2027,"Cloud, ML, Java, Python",Bangalore,True,339169,resume_01532.pdf
S01533,21,BBA,7.29,3,2026,"Java, React",Kolkata,False,457959,resume_01533.pdf
S01534,20,B.Sc IT,8.32,1,2028,"HTML, AI, Python",Delhi,False,285511,resume_01534.pdf
S01535,21,BBA,6.71,2,2027,"Java, HTML, ML",Mumbai,True,593853,resume_01535.pdf
S01536,22,B.Sc IT,7.99,1,2028,"HTML, SQL, Java, ML",Hyderabad,False,371591,resume_01536.pdf
S01537,20,BBA,7.67,2,2027,"React, Data Science, Java",Chennai,False,452715,resume_01537.pdf
S01538,22,B.Com,6.72,3,2026,"ML, Cloud",Delhi,False,580710,resume_01538.pdf
S01539,25,MBA,7.58,4,2025,"Java, React",Mumbai,False,225550,resume_01539.pdf
S01540,25,B.Tech CSE,6.61,1,2028,"AI, SQL, CSS",Mumbai,False,530810,resume_01540.pdf
S01541,24,B.Sc IT,9.36,2,2027,"CSS, Cloud, Python",Hyderabad,False,514902,resume_01541.pdf
S01542,20,M.Tech AI,9.18,1,2028,"ML, Data Science, AI, CSS",Mumbai,True,376708,resume_01542.pdf
S01543,24,MBA,8.75,4,2025,"SQL, AI, React, ML",Delhi,False,482877,resume_01543.pdf
S01544,23,M.Tech AI,9.11,4,2025,"React, Python",Chennai,True,395163,resume_01544.pdf
S01545,24,B.Com,8.88,4,2025,"Java, HTML",Hyderabad,False,228780,resume_01545.pdf
S01546,25,B.Sc IT,6.69,1,2028,"Java, AI, CSS, Cloud",Bangalore,False,584571,resume_01546.pdf
S01547,21,B.Com,7.39,2,2027,"CSS, Java, Data Science, ML",Chennai,True,433727,resume_01547.pdf
S01548,23,MBA,7.56,1,2028,"Python, SQL, Data Science",Mumbai,False,357486,resume_01548.pdf
S01549,22,M.Tech AI,7.38,3,2026,"AI, ML",Hyderabad,False,538560,resume_01549.pdf
S01550,24,BBA,7.63,4,2025,"Data Science, React",Mumbai,True,431995,resume_01550.pdf
S01551,23,MBA,6.58,4,2025,"React, Python, ML",Bangalore,True,528356,resume_01551.pdf
S01552,25,BBA,8.44,4,2025,"Cloud, CSS, Java",Hyderabad,True,438687,resume_01552.pdf
S01553,22,B.Sc IT,7.23,4,2025,"Data Science, HTML, Python, React",Chennai,True,330379,resume_01553.pdf
S01554,21,MBA,7.23,1,2028,"ML, SQL, Cloud",Chennai,True,541856,resume_01554.pdf
S01555,23,B.Sc IT,7.57,2,2027,"Java, AI",Hyderabad,False,309930,resume_01555.pdf
S01556,24,B.Sc IT,8.64,1,2028,"AI, React, SQL, Cloud",Kolkata,False,477373,resume_01556.pdf
S01557,22,M.Tech AI,6.86,4,2025,"ML, Java, Cloud",Bangalore,False,395813,resume_01557.pdf
S01558,20,BBA,8.8,4,2025,"HTML, AI",Hyderabad,True,586744,resume_01558.pdf
S01559,25,B.Tech CSE,7.0,1,2028,"HTML, Cloud",Mumbai,False,234765,resume_01559.pdf
S01560,25,BBA,8.23,1,2028,"React, Python, Data Science",Hyderabad,True,570878,resume_01560.pdf
S01561,25,B.Tech CSE,7.64,1,2028,"CSS, React, Data Science, Python",Chennai,True,475977,resume_01561.pdf
S01562,24,B.Sc IT,9.23,2,2027,"AI, HTML, Cloud",Mumbai,True,304033,resume_01562.pdf
S01563,20,B.Tech CSE,7.15,2,2027,"SQL, Data Science, Python",Bangalore,False,450334,resume_01563.pdf
S01564,24,B.Com,6.99,3,2026,"SQL, Data Science, HTML",Hyderabad,True,446338,resume_01564.pdf
S01565,22,MBA,7.44,3,2026,"AI, ML, Java, Cloud",Hyderabad,False,558124,resume_01565.pdf
S01566,25,B.Com,8.56,2,2027,"Cloud, AI",Chennai,True,273426,resume_01566.pdf
S01567,24,M.Tech AI,9.32,2,2027,"ML, Java, Cloud",Chennai,False,531229,resume_01567.pdf
S01568,25,BBA,9.07,4,2025,"CSS, AI",Kolkata,True,426653,resume_01568.pdf
S01569,21,BBA,9.5,1,2028,"ML, AI, HTML, Python",Mumbai,False,387575,resume_01569.pdf
S01570,22,BBA,6.84,3,2026,"AI, HTML",Chennai,False,264497,resume_01570.pdf
S01571,21,M.Tech AI,8.73,3,2026,"HTML, ML",Chennai,True,296037,resume_01571.pdf
S01572,23,M.Tech AI,8.18,4,2025,"ML, CSS",Delhi,True,467254,resume_01572.pdf
S01573,20,MBA,8.01,4,2025,"Cloud, Java, AI, CSS",Hyderabad,False,345798,resume_01573.pdf
S01574,21,M.Tech AI,6.64,1,2028,"React, Data Science, HTML, ML",Delhi,False,454889,resume_01574.pdf
S01575,23,BBA,9.25,1,2028,"CSS, Data Science, ML",Delhi,True,426061,resume_01575.pdf
S01576,24,MBA,8.57,4,2025,"SQL, ML, HTML",Chennai,False,437967,resume_01576.pdf
S01577,24,B.Sc IT,6.85,2,2027,"Python, SQL",Delhi,False,353802,resume_01577.pdf
S01578,24,MBA,9.44,2,2027,"Cloud, React",Hyderabad,True,548188,resume_01578.pdf
